trajectory,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_14,sc_15,sc_16,sc_17,sc_19
11,0.017850,0.014673,0.018920,0.014217,0.002104,0.005189,0.005118,-0.004391,-0.000123,0.007834,-0.001774,0.000333,0.000972,-0.010551,0.000812,-0.011950,-0.015029,-0.013475
12,0.021181,0.012807,0.014420,0.019576,0.004218,-0.000511,-0.000442,0.002127,-0.000000,-0.007648,0.003166,-0.000550,0.005096,-0.006823,0.006015,-0.012410,-0.012012,-0.017565
13,0.020676,0.019213,0.015697,0.012103,-0.005539,0.005141,-0.000394,0.002354,-0.000092,0.004713,-0.003470,0.003533,0.013855,0.002557,-0.000794,-0.009679,-0.021087,-0.016912
14,0.014444,0.013342,0.008714,0.010661,-0.002036,-0.003562,0.003907,-0.002565,0.003868,0.000842,0.007297,0.007585,0.003632,0.000685,-0.000269,-0.018213,-0.014740,-0.014292
15,0.015420,0.013225,0.015059,0.018778,-0.005621,0.003463,0.003295,0.008274,-0.001314,-0.001989,0.001541,-0.000355,0.004372,-0.005442,0.001970,-0.014975,-0.024422,-0.010499
16,0.010016,0.013297,0.018933,0.020711,-0.002739,0.004506,0.001690,0.008986,-0.002841,-0.011469,-0.004396,0.001803,-0.003674,-0.017290,-0.002816,-0.014000,-0.012713,-0.015179
17,0.019301,0.010833,0.017306,0.019468,0.002491,0.002760,0.000111,0.005394,-0.002568,-0.003868,-0.010129,0.005440,-0.000668,0.000950,0.005522,-0.010307,-0.014659,-0.017656
18,0.019812,0.015330,0.014282,0.018535,0.001212,-0.000094,0.003323,-0.001399,-0.007832,-0.003858,0.002845,-0.004004,0.001983,0.007014,0.002867,-0.015309,-0.019050,-0.013601
19,0.019711,0.021335,0.017168,0.014293,0.005965,0.001257,-0.006923,0.001128,-0.003648,-0.004522,-0.002917,0.010116,-0.002305,0.001851,0.004352,-0.008276,-0.012290,-0.012096
20,0.017648,0.008576,0.016330,0.017881,-0.004735,0.001315,0.001085,-0.010901,-0.000079,-0.001381,0.004545,0.003241,0.014936,-0.000977,-0.001288,-0.009539,-0.014468,-0.014481
21,0.020385,0.016782,0.019357,0.018448,0.000439,0.005040,0.009362,-0.006431,0.000874,0.004736,-0.002863,0.006152,-0.000968,0.003565,-0.000753,-0.010803,-0.020558,-0.016316
22,0.013874,0.010914,0.022633,0.009736,0.007977,-0.003837,-0.005472,-0.001042,0.003337,0.000202,-0.002558,0.009373,0.005812,0.000668,-0.010770,-0.012547,-0.010329,-0.010770
23,0.016787,0.016114,0.020104,0.015592,0.005536,0.000059,0.001802,-0.001214,-0.006688,-0.002106,-0.004175,0.002517,0.001273,-0.000644,0.001991,-0.015704,-0.012801,-0.013391
24,0.019440,0.014657,0.012364,0.022396,-0.004270,-0.006089,0.001398,-0.007128,0.003740,-0.000029,0.002271,0.003976,-0.002999,0.003954,0.000716,-0.009744,-0.011069,-0.005662
25,0.014389,0.014583,0.015916,0.018739,0.003000,-0.005703,0.016348,-0.008524,0.000438,0.000036,-0.003641,0.002753,-0.001715,0.008752,0.003051,-0.007975,-0.021935,-0.009942
26,0.009316,0.014750,0.020649,0.013217,-0.004050,0.006603,-0.014968,0.004943,-0.003251,-0.000139,-0.002001,-0.004060,-0.000815,-0.004258,-0.004405,0.008739,-0.008731,-0.014810
27,0.017563,0.015273,0.020986,0.020064,-0.007361,0.004444,0.002923,0.001648,0.009516,0.001901,0.010412,0.003034,0.012737,0.005067,0.010284,-0.016505,-0.013523,-0.014747
28,0.020353,0.020261,0.012338,0.014249,0.001965,-0.006295,0.002155,0.009596,0.000924,-0.001575,-0.001736,0.003476,0.008802,0.000680,-0.001611,-0.027869,-0.017208,-0.012479
29,0.019386,0.013799,0.017570,0.022226,0.002739,0.000454,-0.007119,0.000513,0.004611,-0.003004,0.002146,-0.004757,0.005116,-0.002555,-0.002952,-0.017944,-0.018018,-0.008813
30,0.019066,0.017627,0.016783,0.009924,-0.002666,0.003855,-0.001842,0.004520,0.010133,-0.008123,-0.012062,-0.005741,0.007395,-0.002414,0.003300,-0.010871,-0.016514,-0.019677
31,0.013164,0.014762,0.015082,0.013055,-0.003177,-0.001830,-0.005144,-0.001927,0.003252,-0.005919,-0.000489,-0.007062,0.007096,0.001940,-0.001517,-0.013590,-0.009194,-0.018957
32,0.011363,0.019081,0.010012,0.012677,0.000692,0.004453,-0.001501,0.002605,-0.006862,0.000474,-0.000809,0.001917,0.002476,0.000401,-0.002163,-0.013918,-0.022446,-0.000312
33,0.015640,0.010492,0.014870,0.011921,-0.003156,0.007289,-0.006317,0.004853,-0.000846,-0.003455,-0.002418,-0.003806,0.004747,-0.008441,0.004195,-0.006823,-0.012923,-0.007296
34,0.015488,0.013132,0.012112,0.010625,0.005096,-0.002717,-0.004623,-0.009375,-0.007388,-0.000361,-0.001549,0.004416,0.001674,0.000757,-0.003802,-0.006761,-0.021124,0.006493
35,0.011892,0.015202,0.018273,0.016814,-0.006023,-0.002315,0.002455,0.003452,-0.002232,0.006401,0.001087,-0.002922,0.000009,0.007152,0.002688,-0.015636,-0.016418,-0.007764
36,0.017220,0.019624,0.013238,0.008827,-0.014586,0.008006,-0.005527,0.007888,-0.005843,-0.001848,0.005794,-0.000710,-0.001735,-0.004243,-0.004740,-0.012331,-0.023592,-0.001598
37,0.016823,0.024088,0.004711,0.015712,0.000551,0.005252,-0.010308,0.009745,0.000524,0.007374,-0.000933,0.000245,0.007114,0.010719,-0.002375,-0.009144,-0.014444,-0.018460
38,0.020196,0.019669,0.019081,0.017518,-0.005886,-0.002276,0.003509,0.001384,-0.006574,0.002235,-0.004936,-0.000044,0.004019,0.002164,-0.002002,-0.008082,-0.011534,-0.009643
39,0.018516,0.017251,0.019465,0.018190,-0.002884,0.000367,0.006431,0.005171,-0.000348,0.006370,-0.002126,0.003963,0.003017,-0.007517,0.003534,-0.014294,-0.019263,-0.018091
40,0.012073,0.013886,0.014593,0.010322,-0.001637,-0.000110,0.000256,0.002874,-0.001964,-0.001366,0.006198,-0.009451,0.003631,-0.000726,0.001246,-0.014063,-0.014773,-0.005855
41,0.019700,0.017122,0.014040,0.012706,-0.001131,0.004663,-0.002056,-0.002505,-0.000894,-0.001953,0.000218,-0.000583,0.000082,-0.004034,0.001675,-0.015679,-0.022886,-0.013697
42,0.014100,0.016216,0.017303,0.013903,-0.006498,0.002463,0.001587,-0.001600,0.001082,-0.007386,0.001044,0.007010,0.004589,0.003435,0.000401,-0.004619,-0.026316,-0.008594
43,0.015665,0.016069,0.020570,0.022155,-0.000237,-0.004743,0.002093,0.004958,-0.004984,-0.003262,-0.001074,0.004745,-0.003855,-0.000876,-0.000991,-0.008959,-0.012789,-0.008899
44,0.017517,0.007644,0.014348,0.014138,0.000639,0.004212,-0.001923,0.002664,-0.003313,-0.000567,-0.002549,-0.004615,0.001521,0.000035,-0.006570,-0.016035,-0.020443,-0.011610
45,0.015974,0.008262,0.015402,0.021797,-0.003397,-0.001053,0.000015,-0.002146,-0.005040,0.005068,-0.004401,0.000252,0.003980,-0.012392,-0.001253,-0.013623,-0.013981,-0.016727
46,0.012237,0.010920,0.009667,-0.000901,-0.008406,0.002266,-0.000092,0.000864,-0.000847,0.003136,-0.000670,0.000495,-0.003537,-0.002347,-0.000015,-0.010986,-0.014435,-0.005569
47,0.010490,0.015863,0.021539,0.018890,-0.005546,0.000065,-0.005793,-0.006692,-0.001191,0.001909,-0.000914,-0.000316,-0.000340,0.005266,-0.005952,-0.009765,-0.011974,-0.015283
48,0.019294,0.020128,0.015994,0.019680,0.001692,-0.008759,0.005499,-0.003954,0.002036,0.005859,0.003388,0.000017,-0.000876,-0.000539,0.006172,-0.014162,-0.015890,-0.015589
49,0.008994,0.016623,0.015414,0.016881,0.003243,0.000553,-0.010163,0.000437,0.002081,0.001164,0.002443,-0.001134,-0.002347,-0.006804,-0.000071,-0.016555,-0.012349,-0.013249
50,0.008793,0.015916,0.017963,0.014278,0.002675,0.000746,-0.000612,-0.005654,-0.004160,-0.008339,0.001702,-0.001805,-0.000597,0.001526,0.008282,-0.015268,-0.012162,-0.014808
51,0.013266,0.021302,0.009579,0.023250,0.003032,-0.015764,0.000760,-0.011762,0.004789,0.008213,-0.007089,-0.001870,0.008454,-0.002830,-0.001358,-0.011912,-0.011982,-0.016447
52,0.014436,0.018779,0.019823,0.017093,0.000409,0.003508,-0.006459,-0.002227,-0.003373,-0.004728,-0.010111,-0.000002,0.005201,0.000444,0.000020,-0.010979,-0.005776,-0.013729
53,0.013025,0.015434,0.009405,0.020515,0.001580,-0.013174,-0.003052,-0.001056,0.007127,-0.000513,0.000026,0.001806,0.005031,0.006701,-0.003676,-0.014091,-0.013303,-0.011719
54,0.011749,0.017901,0.021098,0.013217,-0.001700,0.002051,-0.004125,-0.004684,-0.002075,-0.001871,-0.001428,0.003101,0.003320,0.003192,0.005345,-0.012196,-0.016243,-0.012467
55,0.017043,0.008807,0.013944,0.018079,-0.000971,-0.001866,0.005742,-0.002041,-0.005339,-0.002448,-0.000894,-0.004959,0.006738,-0.003400,-0.002522,-0.017942,-0.010165,-0.010250
56,0.022262,0.014357,0.011544,0.016896,0.002607,0.001273,-0.003629,0.004004,0.003287,-0.000335,-0.004172,0.006511,-0.000519,-0.001533,-0.001137,-0.002167,-0.019507,-0.007916
57,0.012876,0.011509,0.014085,0.006151,0.004670,0.003896,-0.002617,-0.005906,0.003569,0.006771,0.000447,-0.001906,0.002883,0.007030,-0.010217,-0.014907,-0.008755,-0.012448
58,0.012696,0.017605,0.015267,0.023473,-0.003990,0.001709,0.003286,0.001719,-0.007070,-0.004993,0.008222,0.000711,0.000079,-0.001997,0.006447,-0.009967,-0.010505,-0.009170
59,0.023600,0.010803,0.015662,0.015980,-0.005938,0.001151,-0.000779,0.006689,0.002419,0.001667,0.001063,-0.001126,0.000030,0.002676,-0.000501,-0.012782,-0.010600,-0.001090
60,0.015190,0.020074,0.024809,0.015621,0.000897,-0.000121,0.001025,0.002298,-0.007758,0.005126,0.001839,0.003717,0.000325,0.004521,0.002885,-0.010575,-0.014081,-0.026860
61,0.014729,0.017691,0.012061,0.019433,0.008108,-0.000201,-0.004404,0.004363,0.001613,0.006819,0.002625,-0.000768,0.012568,-0.000780,0.006442,-0.010419,-0.007508,-0.015001
62,0.014422,0.012679,0.016370,0.014870,-0.001358,0.002086,0.000131,-0.001357,0.003575,0.003021,-0.006251,-0.000421,0.003285,-0.008898,0.000382,-0.013674,-0.021368,-0.016626
63,0.004869,0.012529,0.013984,0.026376,0.000153,-0.012220,-0.008523,-0.000681,0.003484,-0.008990,-0.001849,0.001638,0.002548,0.000283,-0.001938,-0.008144,-0.012504,-0.012513
64,0.022260,0.009815,0.011276,0.020594,-0.012343,0.001369,0.006104,0.000529,-0.003506,0.010143,-0.004640,0.001251,0.014696,-0.002153,0.000432,-0.012545,-0.014860,-0.012372
65,0.016850,0.011927,0.017737,0.012162,0.001798,-0.002865,0.002142,0.002132,0.003329,-0.001565,-0.002128,-0.004721,0.006080,-0.001614,-0.005059,-0.014192,-0.015229,-0.020094
66,0.015658,0.015971,0.018650,0.012070,-0.003681,-0.000363,-0.003211,0.007259,-0.003426,0.005616,-0.003118,0.001383,0.003124,-0.005864,-0.010906,-0.015922,-0.016782,-0.010944
67,0.015347,0.012736,0.012747,0.018372,-0.002676,-0.007539,-0.000685,0.000360,0.001788,0.004546,0.000006,-0.001374,0.006930,-0.004277,0.000217,-0.017921,-0.013324,-0.010986
68,0.013678,0.018019,0.014449,0.020254,-0.003431,-0.005467,-0.004064,-0.007223,0.003534,0.000477,-0.001751,0.002277,0.006281,-0.003881,-0.001328,-0.017946,-0.009115,-0.013923
69,0.014105,0.016680,0.019531,0.018544,0.001289,-0.002920,-0.001954,0.001104,-0.009081,-0.005458,0.000538,0.003800,0.006462,0.001583,-0.005665,-0.016273,-0.005824,-0.006706
70,0.013665,0.014547,0.021582,0.014311,0.000659,-0.008675,-0.001497,0.003703,0.006938,0.005592,-0.000513,0.001851,0.010444,0.003446,-0.008985,-0.015281,-0.006295,-0.023382
71,0.012883,0.018548,0.012175,0.015502,0.001789,0.002667,0.000182,0.000670,0.002589,0.003750,0.000295,0.001826,0.007410,0.006955,-0.000948,-0.007736,-0.013373,-0.014153
72,0.018127,0.011949,0.010030,0.014827,0.002167,0.003963,-0.000332,0.005325,0.001408,0.002680,0.002127,-0.008932,0.005972,-0.002591,0.001523,-0.013031,-0.020158,-0.017128
73,0.021625,0.012004,0.025461,0.025430,0.002568,-0.001861,-0.000224,-0.008825,0.001557,0.001942,0.000235,0.006325,0.005233,-0.002599,0.001038,-0.012273,-0.010959,-0.016750
74,0.013955,0.014033,0.017403,0.012887,-0.000837,0.000239,0.005625,-0.000635,0.004705,0.003409,0.003191,0.005895,-0.002061,-0.002571,0.000345,-0.015999,-0.009683,-0.017069
75,0.012921,0.017299,0.021034,0.016555,0.006318,-0.001859,-0.003594,-0.004197,0.007501,-0.001729,0.002291,-0.001995,-0.007454,-0.008837,0.010776,-0.009067,-0.014600,-0.005178
76,0.017596,0.019874,0.017709,0.014182,0.002159,0.001789,0.004545,-0.001745,0.000531,0.000163,-0.010497,0.007053,0.004324,0.003017,-0.004992,-0.008600,-0.013368,-0.015089
77,0.010673,0.022077,0.015169,0.010736,-0.005194,-0.000788,0.000592,0.001574,-0.001859,-0.012583,-0.000048,-0.002460,-0.003345,-0.001707,0.001839,-0.021314,-0.008296,-0.012601
78,0.017067,0.008435,0.008937,0.016333,0.000102,-0.003230,-0.002567,0.007704,-0.004382,0.001165,0.002154,0.006429,0.013640,-0.002221,0.006445,-0.014328,-0.011509,-0.019879
79,0.006441,0.016526,0.007967,0.018043,-0.002994,-0.003630,0.003865,-0.006894,-0.002290,0.011204,-0.006310,0.006388,0.008316,-0.004663,-0.009607,-0.009503,-0.008518,-0.014446
80,0.011495,0.011305,0.012429,0.017972,0.000066,0.003476,-0.000471,-0.000199,0.000129,0.000617,0.002707,0.000313,0.005251,-0.003902,-0.005246,-0.011611,-0.015112,-0.010852
81,0.011823,0.014104,0.016844,0.017258,0.001916,0.002367,-0.004455,0.000641,0.007078,-0.004018,-0.009828,-0.001276,-0.001016,-0.002349,-0.001213,-0.003580,-0.008433,-0.013609
82,0.017893,0.021076,0.013666,0.018213,0.001869,-0.002761,0.000929,0.001348,-0.005015,-0.002170,-0.001172,-0.007941,0.011669,0.006914,0.002140,-0.011871,-0.015002,-0.007180
83,0.016102,0.013536,0.019854,0.016681,-0.014773,-0.002296,0.003193,0.001619,0.002889,-0.011023,0.002537,0.003374,0.014451,0.003360,0.001313,-0.012371,-0.009580,-0.010166
84,0.007705,0.019938,0.014543,0.018369,-0.001791,-0.007843,-0.002325,0.002951,-0.000187,0.000560,-0.000122,0.003608,0.001843,-0.004617,-0.001566,-0.009327,-0.018798,-0.017377
85,0.016979,0.015257,0.014980,0.005506,0.005432,0.007104,0.003791,-0.003709,-0.001959,0.005008,0.000946,0.008438,0.006706,0.003594,-0.003017,-0.005540,-0.008836,-0.016964
86,0.010389,0.015310,0.012507,0.017156,0.005503,0.007444,-0.000015,-0.002425,-0.002549,0.000326,-0.001947,-0.006605,0.000706,-0.006354,-0.004761,-0.008972,-0.016646,-0.012294
87,0.018071,0.022604,0.019573,0.014315,-0.002415,0.000623,-0.003072,0.004310,-0.004481,0.000041,0.002839,0.004924,0.004973,0.003285,-0.004059,-0.019590,-0.021415,-0.014719
88,0.016495,0.012888,0.014972,0.017074,-0.000567,-0.004984,0.006355,0.002752,-0.009025,-0.007380,0.006013,0.000624,0.009535,0.001622,-0.001694,-0.016986,-0.017133,-0.012483
89,0.012985,0.017403,0.013362,0.012939,-0.001030,0.003137,-0.006345,0.002821,-0.002181,-0.002404,-0.003300,-0.001627,0.004253,0.000532,0.000353,-0.011841,-0.009835,-0.013308
90,0.011147,0.016563,0.013924,0.007589,0.003381,0.001490,-0.005784,-0.000016,0.006518,-0.005415,0.003836,0.003634,0.006497,-0.004586,0.008386,-0.013106,-0.013277,-0.018024
91,0.014338,0.010633,0.010566,0.013660,-0.005102,0.001021,0.000458,-0.002551,-0.002762,-0.007052,0.002035,0.007146,0.002261,-0.000354,-0.002827,-0.012690,-0.012695,-0.011820
92,0.019903,0.018558,0.011688,0.014121,0.001852,0.004026,-0.011951,0.002451,-0.004366,0.005385,0.001256,0.001247,0.003300,-0.002291,0.003594,-0.003240,-0.011100,-0.021705
93,0.018592,0.012850,0.016925,0.016785,0.005146,0.003972,-0.002657,0.000224,-0.009638,-0.005613,-0.000298,0.002690,0.009048,-0.000260,0.003014,-0.012091,-0.012161,-0.017670
94,0.006936,0.015971,0.016472,0.015660,-0.000268,0.003018,-0.000879,0.001847,-0.003952,0.004989,0.001378,0.001330,0.007257,-0.003054,0.006255,-0.019733,-0.015190,-0.009614
95,0.021690,0.021477,0.004811,0.009765,-0.000612,-0.003092,0.006349,0.000104,-0.002657,-0.001528,-0.008198,0.001321,-0.005608,0.002071,-0.000239,-0.018086,-0.011522,-0.009026
96,0.011675,0.013317,0.012128,0.022825,0.000319,0.001487,0.002671,0.002851,0.003363,-0.000169,0.003021,-0.001695,0.002197,-0.000364,0.000536,-0.026031,-0.018466,-0.012524
97,0.016732,0.010634,0.007235,0.013588,0.006919,0.004725,-0.003491,0.001674,0.001133,-0.003669,0.000893,-0.000488,-0.000182,0.000296,0.000575,-0.017780,-0.020697,-0.012874
98,0.007702,0.013180,0.012041,0.011291,-0.010231,0.005239,-0.008744,-0.001879,0.008750,0.005898,-0.001868,-0.004342,0.009387,-0.002163,0.003461,-0.019318,-0.011788,-0.015642
99,0.015813,0.013051,0.013266,0.016282,0.012213,0.003249,0.000346,-0.002048,-0.006952,0.005326,0.003027,0.002396,0.002755,-0.003841,0.002733,-0.010233,-0.015155,-0.014919
