trajectory,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_14,sc_15,sc_16,sc_17,sc_19
21,0.021576,0.020478,0.012156,0.016469,-0.002019,-0.005896,0.005996,0.002395,-0.002390,0.001098,-0.001918,-0.004901,-0.009790,-0.003713,0.005612,-0.014411,-0.001618,-0.010044
22,0.009956,0.021770,0.006932,0.008956,0.000294,-0.001495,-0.001933,0.002395,0.001083,-0.000927,0.000401,0.004522,0.002050,0.001044,0.004220,-0.010982,-0.015858,-0.009955
23,0.019351,0.007319,0.016392,0.014234,0.000841,0.000840,-0.009859,0.004950,0.002965,-0.003937,-0.005874,0.000144,-0.001385,-0.005140,0.003449,-0.017206,-0.005544,-0.008122
24,0.015845,0.010702,0.017805,0.016168,-0.007394,0.000602,0.001381,-0.004710,-0.003443,-0.006810,-0.000837,-0.000285,0.008264,-0.001273,0.006225,-0.015861,-0.015726,-0.013440
25,0.019251,0.018831,0.014098,0.020849,-0.005865,0.001216,0.003272,0.000795,-0.003003,-0.000164,0.001285,-0.007862,-0.007072,0.001048,-0.007782,-0.011931,-0.023745,-0.007819
26,0.018813,0.019978,0.013034,0.016002,0.001545,-0.005117,-0.000422,-0.003992,-0.008112,0.004923,0.003275,-0.001812,-0.002618,0.004280,-0.005638,-0.011682,-0.008601,-0.019978
27,0.012411,0.014198,0.019942,0.004916,-0.002614,-0.004825,-0.007404,0.005036,0.001406,0.003675,0.005174,-0.009932,-0.000074,-0.009844,-0.001689,-0.017984,-0.014058,-0.016121
28,0.010069,0.019147,0.011402,0.015208,0.007947,0.002526,0.002555,0.001442,0.004023,-0.001331,-0.002661,0.006415,0.003310,-0.001246,0.000372,-0.016209,-0.015023,-0.016440
29,0.013531,0.013746,0.006784,0.015699,-0.012921,0.006220,0.000981,-0.002873,0.000860,-0.000056,-0.000592,0.009560,0.007856,-0.008335,-0.008160,-0.015182,-0.009115,-0.014088
30,0.011682,0.017737,0.011977,0.014720,0.000940,0.009661,0.003622,0.004385,0.008915,0.002024,0.001830,0.002872,0.003069,-0.005830,0.008535,-0.005787,-0.011379,-0.018296
31,0.016507,0.010768,0.016247,0.017331,-0.000657,-0.003759,0.005050,-0.012473,-0.001927,0.003296,-0.000237,-0.006602,-0.000205,-0.002195,-0.000049,-0.021081,-0.009349,-0.017606
32,0.013773,0.011435,0.023308,0.024015,0.001345,0.001752,0.001321,-0.004843,-0.002397,-0.001985,-0.000797,0.003227,0.003579,-0.002647,0.003196,-0.012568,-0.016995,-0.017808
33,0.016243,0.018661,0.014887,0.009160,-0.001417,-0.002768,-0.003667,0.006342,0.000827,-0.001439,0.000009,0.000798,0.006727,-0.003888,0.003661,-0.015208,-0.013957,-0.011490
34,0.011382,0.013541,0.017181,0.011750,0.000054,0.000341,-0.000519,0.001740,-0.004672,0.002893,-0.002547,0.007526,-0.001692,-0.007474,0.004629,-0.015042,-0.014959,-0.014476
35,0.013510,0.018171,0.016897,0.017225,0.001317,0.000057,-0.004760,0.007282,-0.003132,-0.000732,-0.002824,0.005118,0.007026,-0.001762,0.008363,-0.017806,-0.012274,-0.019646
36,0.021484,0.013368,0.013801,0.015540,0.000877,-0.013498,0.003314,-0.005890,-0.001836,0.001948,0.002928,0.002516,0.003193,-0.004536,0.008774,-0.020762,-0.012725,-0.014648
37,0.011470,0.013545,0.015955,0.020210,-0.003353,-0.003589,-0.006397,-0.002370,-0.001013,0.000964,-0.001120,0.002472,0.007763,0.004029,-0.007566,-0.026458,-0.017491,-0.017351
38,0.018060,0.018927,0.014848,0.014229,-0.002993,-0.005504,0.004768,-0.005527,-0.003111,0.000825,-0.001867,0.000292,0.002920,0.000224,-0.002526,-0.012963,-0.016779,-0.019115
39,0.013408,0.016501,0.010910,0.016057,-0.009314,-0.002062,-0.006291,0.002220,0.001019,0.000268,0.010042,0.002652,-0.003317,-0.003578,-0.000293,-0.010027,-0.007354,-0.008356
40,0.016693,0.020722,0.013215,0.014946,0.003089,0.002209,-0.000957,-0.003199,-0.014065,0.002607,-0.010082,-0.003851,-0.003623,-0.006399,0.000092,-0.009217,-0.005359,-0.013254
41,0.021370,0.021343,0.015582,0.017758,-0.003173,-0.000949,0.004814,-0.005965,-0.000920,0.001442,-0.002019,-0.000437,-0.000165,-0.003990,-0.000755,-0.009928,-0.010618,-0.008841
42,0.019004,0.011115,0.012986,0.014492,0.001043,-0.006105,-0.007004,-0.010192,0.000173,0.000060,-0.002914,-0.007353,0.001786,-0.005123,0.002844,-0.011957,-0.014375,-0.012836
43,0.014964,0.015912,0.016754,0.015371,0.003216,0.001841,0.001759,-0.001319,0.000158,-0.009840,-0.000713,0.005132,0.012280,0.004957,0.000613,-0.019991,-0.016497,-0.016716
44,0.015081,0.012570,0.015008,0.015953,-0.006635,-0.003075,0.013969,0.000187,-0.001739,-0.002448,-0.002754,0.004202,0.009638,-0.005519,-0.004956,-0.006925,-0.007563,-0.009654
45,0.015495,0.013889,0.004955,0.018078,-0.006995,-0.000530,0.000287,0.004628,-0.004036,0.003094,0.006253,-0.004723,0.013066,0.000520,0.003691,-0.012251,-0.014360,-0.014141
46,0.014407,0.022119,0.006826,0.028288,-0.001333,0.003229,0.007857,-0.004517,-0.001116,0.001129,0.001114,-0.000321,-0.009686,0.012096,0.005138,-0.015482,-0.014394,-0.009292
47,0.014726,0.012114,0.010901,0.012558,-0.007620,-0.000445,-0.001008,-0.001049,-0.000556,0.005476,0.003379,-0.006633,0.001934,-0.000291,0.001819,-0.013163,-0.010400,-0.011099
48,0.019104,0.014874,0.010331,0.011168,0.001391,0.002629,0.006578,-0.002895,-0.005654,-0.004866,0.000125,-0.002429,0.004539,-0.004000,0.004667,-0.014449,-0.014031,-0.014126
49,0.009171,0.013852,0.009723,0.012081,-0.000306,0.004678,-0.005779,0.002865,-0.000441,-0.001159,-0.000666,-0.008381,0.002952,-0.000494,0.006748,-0.011145,-0.017227,-0.008110
50,0.010639,0.014532,0.019206,0.010649,-0.001369,-0.005043,0.000650,-0.006492,-0.002975,-0.006111,-0.004141,-0.006445,0.004155,-0.005446,-0.000142,-0.012856,-0.011777,-0.015073
51,0.014336,0.014396,0.012065,0.020669,0.001015,0.000502,0.004268,-0.003093,0.000251,0.002644,-0.004872,-0.002507,0.002271,0.003059,0.001545,-0.014098,-0.017182,-0.005229
52,0.014482,0.012682,0.016057,0.020496,-0.000322,-0.002852,0.003970,0.005458,0.001812,0.003120,-0.002544,0.000005,0.003821,-0.000553,-0.003291,-0.013029,-0.012617,-0.013845
53,0.021749,0.019276,0.011100,0.014318,-0.003482,0.003966,0.005445,-0.008545,-0.004614,0.007109,-0.008972,0.004699,0.003218,-0.000996,-0.000915,-0.009187,-0.018467,-0.017911
54,0.016583,0.015920,0.007120,0.018272,0.005531,0.002649,-0.008081,0.002588,-0.008377,-0.001974,0.001505,0.001621,0.003838,-0.003280,0.000895,-0.012318,-0.013994,-0.017570
55,0.012476,0.014103,0.014371,0.018438,-0.000849,0.003847,-0.007299,-0.002875,0.002639,-0.002979,-0.001476,-0.000088,0.002721,0.001789,-0.009472,-0.011106,-0.016119,-0.004448
56,0.015533,0.013657,0.006059,0.008227,-0.006843,-0.003817,-0.005366,0.003984,-0.011219,-0.003743,0.004959,-0.001451,0.001156,-0.001875,0.000769,-0.008585,-0.014576,-0.017888
57,0.027559,0.014049,0.016524,0.021363,-0.001773,-0.002988,-0.000771,0.001859,0.002639,0.002444,-0.006138,-0.002284,0.000498,-0.003684,0.005471,-0.012801,-0.016954,-0.016250
58,0.017561,0.018443,0.011731,0.016335,0.003890,0.000261,-0.005759,0.003739,-0.000906,0.005663,-0.002038,0.005357,0.005041,-0.000569,-0.000433,-0.015214,-0.015999,-0.016652
59,0.013793,0.021918,0.011552,0.017595,-0.000921,-0.005128,-0.001311,0.006901,-0.008736,-0.002238,-0.001028,0.001924,-0.000359,-0.010273,0.001906,-0.018261,-0.015631,-0.001423
60,0.016928,0.023212,0.012331,0.008544,-0.006750,-0.004828,-0.003349,-0.000197,-0.005817,0.000561,-0.001280,-0.001626,0.002836,-0.002258,0.003180,-0.010969,-0.015317,-0.011787
61,0.013228,0.016096,0.018485,0.010834,0.005997,-0.006128,-0.002981,0.000022,-0.007139,0.002175,0.000879,-0.002981,0.009997,-0.010044,-0.001131,-0.017102,-0.018257,-0.006949
62,0.014002,0.009946,0.011329,0.016537,0.005961,0.000040,0.002029,-0.001910,0.002588,0.008317,0.000563,-0.000204,-0.002696,0.003275,0.002740,-0.012064,-0.020648,-0.016293
63,0.012279,0.015631,0.010438,0.011002,0.002641,0.001501,-0.002478,0.007585,0.006150,0.000200,-0.001528,-0.002449,-0.003999,-0.004750,-0.001196,-0.016335,-0.027586,-0.013392
64,0.013011,0.016038,0.013765,0.020501,-0.002639,0.004186,0.000387,0.008867,0.002819,-0.011260,-0.006860,-0.006786,-0.000445,-0.006728,0.001706,-0.010251,-0.015011,-0.011753
65,0.018051,0.019084,0.018085,0.017032,0.003824,-0.005708,-0.007596,-0.000451,-0.001145,0.001641,-0.003345,-0.002375,0.004110,-0.000241,0.001772,-0.013110,-0.015203,-0.012422
66,0.016513,0.005254,0.011907,0.014609,0.000153,0.002269,-0.000837,0.001547,-0.006814,0.000307,-0.005956,-0.001385,0.004489,0.006271,0.006551,-0.013234,-0.016642,-0.016463
67,0.020644,0.012130,0.009846,0.016337,-0.006543,0.001086,0.000226,-0.004970,0.004934,-0.006793,-0.003421,-0.001802,0.005901,-0.006393,0.007193,-0.017667,-0.009044,-0.012288
68,0.013221,0.010491,0.020115,0.019034,0.008755,0.001995,0.000898,-0.004693,0.003060,-0.000081,0.002824,0.002554,0.001265,0.000275,-0.008426,-0.009046,-0.015538,-0.014316
69,0.021372,0.021637,0.016446,0.016874,0.001228,0.009792,-0.002753,0.000662,0.003042,0.001213,0.002486,-0.001809,-0.001422,0.001015,-0.000565,-0.013481,-0.012462,-0.008177
70,0.017711,0.008478,0.014790,0.018405,-0.003044,0.000615,-0.003837,0.000554,0.004127,0.005697,0.003256,-0.001242,0.003454,0.001487,-0.002767,-0.016949,-0.025448,-0.013321
71,0.012971,0.018615,0.018265,0.015774,0.004561,-0.001358,-0.011912,-0.000061,-0.002378,-0.001633,0.001994,0.003297,-0.008091,-0.003964,0.001385,-0.009371,-0.015113,-0.010680
72,0.019926,0.019246,0.016393,0.024370,0.002135,-0.002094,0.007096,0.006510,-0.006130,-0.000955,0.008642,0.002649,0.001075,0.001088,-0.009952,-0.008990,-0.017090,-0.016987
73,0.012133,0.020351,0.014589,0.016133,0.001392,0.004782,0.002877,-0.001661,-0.000680,0.000223,-0.006701,-0.002526,-0.001193,-0.004939,0.002486,-0.013116,-0.007510,-0.021423
74,0.013235,0.009377,0.018524,0.014567,0.005521,-0.007430,0.002802,0.000897,0.000753,0.002174,0.009308,-0.004273,0.008795,0.000736,0.006129,-0.011354,-0.006749,-0.009794
75,0.020807,0.014132,0.018092,0.021945,-0.007212,-0.001558,0.002135,-0.001096,-0.000522,0.000619,0.001009,-0.000259,0.003363,-0.009285,0.004236,-0.017282,-0.014909,-0.008642
76,0.013214,0.017980,0.010887,0.013424,0.001381,0.005886,-0.003788,-0.002131,-0.002947,-0.003397,0.007527,-0.000298,0.001899,0.000117,-0.005245,-0.013408,-0.011327,-0.008812
77,0.017109,0.019229,0.019626,0.019351,0.004207,-0.013129,0.002054,0.004781,0.000866,0.002029,-0.004577,-0.002335,0.001956,-0.002360,0.004428,-0.012439,-0.005835,-0.014075
78,0.026080,0.016804,0.007158,0.015382,-0.005190,-0.004731,0.007700,-0.012380,-0.000564,-0.005069,-0.003022,-0.001948,0.007039,-0.003766,0.000685,-0.017432,-0.011730,-0.018500
79,0.019436,0.016410,0.012301,0.019369,0.008000,0.001502,-0.008387,-0.002713,-0.001802,0.008317,0.001601,0.001363,0.002611,-0.007246,-0.001359,-0.010629,-0.012359,-0.012914
80,0.023194,0.013693,0.016777,0.014468,-0.000329,-0.010893,-0.006790,0.006712,0.003316,0.001934,0.005738,-0.002546,0.008746,-0.000395,0.001019,-0.015699,-0.008593,-0.015312
81,0.012979,0.017614,0.012952,0.009317,-0.001210,0.001952,0.002049,-0.001934,0.001788,-0.001573,-0.002129,0.004173,0.003312,-0.004542,-0.003267,-0.020026,-0.017078,-0.012283
82,0.016882,0.019089,0.015574,0.007140,-0.004607,-0.004810,0.006371,-0.013325,-0.011975,0.002957,0.007581,-0.003492,0.000799,0.001554,0.001161,-0.014949,-0.015278,-0.020222
83,0.015766,0.012504,0.015997,0.017780,0.001139,0.002450,-0.002349,-0.006166,-0.002351,-0.002356,0.005527,-0.002229,0.011855,0.004949,0.001838,-0.023595,-0.013258,-0.018177
84,0.015005,0.013169,0.017698,0.016995,0.007173,0.003369,-0.003278,0.006350,-0.004098,0.000128,-0.002180,0.000758,-0.001860,0.000543,0.002672,-0.014976,-0.013456,-0.014720
85,0.015290,0.014554,0.014650,0.014262,-0.000251,0.011601,-0.000367,-0.008760,-0.001336,-0.005223,0.003702,-0.003564,0.005252,-0.001178,-0.000445,-0.012047,-0.014504,-0.010631
86,0.012701,0.007626,0.015403,0.017226,0.008891,-0.005522,0.001722,-0.002122,0.002803,-0.008886,-0.002633,-0.003485,-0.000403,-0.007402,0.000232,-0.009257,-0.009957,-0.016734
87,0.008807,0.010622,0.014519,0.010571,-0.004864,-0.000691,0.002236,-0.002357,0.000609,0.004059,-0.001938,-0.004592,-0.001681,0.000823,-0.003201,-0.012817,-0.019069,-0.023105
88,0.018732,0.015868,0.008746,0.015680,-0.001843,-0.004300,-0.002349,0.005259,-0.004759,0.002868,0.004292,0.006264,0.002848,-0.001149,-0.005141,-0.014338,-0.017499,-0.012292
89,0.017550,0.013332,0.017653,0.019165,0.004112,-0.000150,-0.002837,-0.003229,0.007268,0.001420,-0.004855,-0.000448,0.001219,-0.003620,0.002710,-0.012803,-0.015492,-0.009155
90,0.010842,0.007532,0.014416,0.012072,0.000543,-0.002003,-0.001644,-0.001687,0.007784,0.004816,0.000886,0.004529,0.005844,-0.001303,-0.003631,-0.018529,-0.016310,-0.015375
91,0.017027,0.013732,0.015420,0.014714,-0.002954,-0.000897,-0.001676,0.006466,0.001328,0.000162,-0.005857,-0.000302,0.000777,0.005902,-0.004839,-0.012480,-0.013603,-0.005798
92,0.012738,0.012103,0.021474,0.012052,0.000969,0.003219,-0.000942,0.001098,-0.001140,-0.008029,-0.002679,0.010569,-0.001886,0.001431,0.007986,-0.012422,-0.016141,-0.010267
93,0.017085,0.018047,0.014050,0.007939,-0.000189,0.005654,0.005988,-0.002424,-0.005897,0.006827,-0.001793,0.004766,0.007382,0.009729,-0.008103,-0.011830,-0.008483,-0.016126
94,0.014900,0.012858,0.019953,0.022179,0.000168,0.002648,0.001684,-0.002609,0.001943,-0.003917,0.006708,-0.000801,0.008080,0.005201,-0.001915,-0.013169,-0.015843,-0.009802
95,0.015605,0.020036,0.012780,0.020526,0.001087,0.003164,0.003871,0.000967,0.006782,-0.003238,0.002619,-0.001567,0.002593,0.007089,0.003955,-0.009912,-0.013429,-0.005102
96,0.012685,0.017408,0.021598,0.014692,-0.000349,-0.000699,-0.004274,-0.007520,-0.007088,0.001070,-0.002041,-0.003090,0.000459,-0.001593,0.006067,-0.013355,-0.016018,-0.002154
97,0.014533,0.012958,0.014101,0.012943,-0.002069,-0.014919,0.002109,0.002243,0.001450,0.000644,0.000220,-0.001640,-0.002359,-0.010737,0.006082,-0.019300,-0.009692,-0.009848
98,0.013264,0.010898,0.011873,0.010975,0.001776,-0.008394,-0.004611,-0.000443,-0.004624,-0.000794,0.002359,0.002204,0.004471,-0.000024,0.003113,-0.012144,-0.020396,-0.013193
99,0.015031,0.016342,0.016820,0.021447,-0.001019,-0.002892,-0.005777,0.001411,-0.006202,-0.001467,0.001405,-0.005983,0.006180,-0.001308,-0.001203,-0.020723,-0.015737,-0.016387
