trajectory,ns,delta_t,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19
11,1000,1,0.022610,0.016171,nan,0.018983,-0.002817,-0.002273,-0.001522,0.003071,0.002132,0.000014,nan,-0.000853,-0.007673,0.003355,0.000012,-0.003718,-0.016578,-0.014301,-0.010342,-0.010306
12,1000,1,0.017613,0.027226,0.009115,0.015888,-0.000666,-0.005739,0.001227,-0.000210,-0.007925,-0.000261,-0.002751,0.005702,0.001312,0.001521,0.001733,0.000673,-0.013000,-0.019767,nan,nan
13,1000,1,0.026204,0.019779,0.019012,0.015621,nan,0.003313,-0.003670,-0.002553,-0.002787,-0.001179,0.002721,-0.001335,-0.002662,-0.001252,0.007825,-0.004382,nan,-0.020799,-0.019353,-0.019889
14,1000,1,0.017233,0.012990,0.021215,nan,-0.003090,-0.000481,-0.000293,0.004756,0.007604,-0.002944,0.004864,0.005251,0.000651,0.000918,0.002581,nan,-0.021690,-0.019398,-0.011407,-0.010246
15,1000,1,0.013218,0.013443,0.030053,0.007469,nan,0.003104,-0.005996,-0.011474,-0.000492,-0.000640,-0.007020,-0.006722,-0.001823,-0.000298,-0.008524,-0.003800,-0.017971,-0.024388,nan,-0.010341
16,1000,1,0.012585,0.010288,0.027995,nan,-0.001261,0.006024,0.009108,0.004308,-0.002952,-0.002125,-0.002553,-0.000920,-0.000275,-0.010679,0.003916,0.004774,-0.015895,nan,-0.019826,-0.023369
17,1000,1,nan,0.015241,0.027482,0.021736,0.001009,0.003045,0.000053,-0.007981,-0.005355,-0.004452,-0.001149,-0.009094,0.002842,-0.002475,0.003537,nan,-0.014985,-0.013890,-0.011944,-0.019511
18,1000,1,0.014736,0.019154,0.016892,0.022919,0.000208,-0.001596,0.000265,0.000452,nan,0.002803,-0.005439,0.001345,0.010432,0.000300,nan,0.002659,-0.021687,-0.015071,-0.017403,-0.012796
19,1000,1,0.023002,0.016200,0.003703,-0.000531,-0.002271,0.000842,-0.001415,-0.005505,0.002879,0.000721,-0.000723,0.004905,0.001139,-0.002944,0.005378,0.003882,nan,-0.013265,-0.027844,nan
20,1000,1,0.013265,nan,0.017686,0.021884,-0.004546,0.000301,-0.006890,-0.009131,-0.003054,-0.003549,0.003665,0.001876,0.004030,0.005201,0.003019,-0.003881,nan,-0.015274,-0.017501,-0.026190
21,1000,1,0.017386,0.013068,0.034892,0.019477,0.002529,-0.000266,-0.000120,0.001637,nan,0.004749,0.002242,-0.004137,0.003983,-0.002058,0.007941,-0.000028,-0.014765,-0.015429,-0.015636,nan
22,1000,1,0.020412,0.021033,0.013105,0.022923,0.000235,0.003011,0.001309,0.002849,-0.007622,0.002057,nan,0.004516,0.003551,0.000337,0.003623,-0.002989,nan,-0.016690,-0.019546,-0.023829
23,1000,1,0.013798,0.015625,0.015057,0.016350,0.001080,0.002580,0.004623,0.000808,-0.004488,-0.001358,-0.004878,0.002825,-0.001348,-0.000787,0.000895,0.000740,nan,-0.020975,nan,-0.016198
24,1000,1,0.025219,0.021216,0.014327,0.010024,-0.004914,0.003040,-0.001914,0.000211,-0.000719,-0.001986,nan,0.006312,-0.006828,0.000602,nan,0.003274,-0.015756,-0.014059,-0.019766,-0.020346
25,1000,1,nan,0.019254,0.009215,0.021923,-0.003632,-0.004248,0.001858,0.010309,-0.002020,-0.001051,-0.012857,-0.005565,0.004504,-0.000900,0.004855,0.008156,nan,-0.021458,-0.020060,-0.008870
26,1000,1,0.015790,0.015768,nan,0.019029,-0.000734,0.003384,-0.003218,-0.005281,0.002736,-0.004646,0.006499,0.002106,0.003997,0.005645,-0.000873,0.003526,nan,-0.005604,-0.028538,-0.020439
27,1000,1,0.029413,-0.005194,0.024081,0.013100,0.002024,0.000077,-0.003958,-0.010489,-0.001321,0.005957,-0.003386,-0.006709,-0.007785,-0.006296,nan,-0.001813,-0.017824,-0.020016,-0.019626,nan
28,1000,1,0.014093,-0.004385,0.014548,0.017309,nan,-0.005362,-0.003804,-0.000926,0.001692,-0.007682,-0.000371,-0.004234,-0.002154,nan,-0.000403,-0.003888,-0.024873,-0.006588,-0.020232,-0.019789
29,1000,1,nan,0.014287,0.021328,nan,-0.003376,0.004102,0.005396,-0.001604,-0.006867,-0.005834,-0.000522,0.008107,0.000787,0.001207,-0.000517,0.004332,-0.019574,-0.020701,-0.013324,-0.022049
30,1000,1,0.016597,0.018323,0.016902,0.011449,0.005850,nan,0.003490,0.003086,0.004584,0.004920,0.002724,-0.000937,-0.003263,0.002544,-0.004990,0.003482,-0.016014,-0.016474,-0.026233,nan
31,1000,1,0.013765,0.002363,0.021244,0.015157,0.004736,0.001506,-0.000860,nan,-0.000244,0.001756,nan,-0.000284,0.005198,-0.009439,0.007332,0.002881,-0.010390,-0.017018,-0.009573,-0.010718
32,1000,1,0.017071,0.024211,0.020624,0.018763,0.004890,0.003222,-0.002879,0.002347,-0.003075,nan,nan,-0.004847,-0.001328,0.006006,-0.002932,0.005338,-0.014420,-0.017604,-0.013927,-0.009739
33,1000,1,0.011291,0.018507,0.022605,0.024491,-0.002103,nan,-0.010724,-0.004957,0.005945,-0.001393,0.000265,-0.005351,0.001392,0.004702,0.006088,0.003669,-0.031957,-0.027223,nan,-0.013601
34,1000,1,nan,0.021359,0.022824,0.013348,-0.004814,0.006349,-0.000983,-0.004755,0.000327,-0.000626,nan,-0.010993,0.007018,-0.001710,0.000737,0.005638,-0.020519,-0.022255,-0.030221,-0.018119
35,1000,1,0.014195,0.015243,0.020875,nan,nan,-0.004723,0.005583,-0.003326,0.004662,-0.002796,0.007282,-0.016351,-0.001712,-0.010917,0.003361,0.001683,-0.006905,-0.014089,-0.022397,-0.014915
36,1000,1,0.017739,0.018172,0.013231,0.018988,0.004502,0.005190,0.001705,-0.006942,-0.000532,-0.001007,-0.002723,0.005828,nan,nan,0.000543,-0.000239,-0.012865,-0.010568,-0.017409,-0.023111
37,1000,1,0.017544,0.009876,0.032609,0.014205,0.004975,-0.004272,0.002102,-0.002474,0.005281,0.008521,-0.002051,nan,-0.006994,-0.006656,-0.003115,nan,-0.020651,-0.014242,-0.016234,-0.008501
38,1000,1,0.012569,0.011619,0.015762,0.013103,0.005536,nan,-0.001286,0.004220,-0.002192,-0.000290,-0.007017,0.003165,-0.003828,0.004412,0.004790,0.001476,-0.015092,-0.015011,-0.021309,nan
39,1000,1,0.023023,0.012141,0.011451,0.017255,nan,-0.000622,-0.000361,0.003801,-0.000922,0.005080,-0.004865,-0.000333,0.005626,0.002185,nan,0.003914,-0.014461,-0.021311,-0.015275,-0.019957
40,1000,1,0.018917,0.012666,0.018744,0.031292,0.004712,nan,0.002468,-0.003470,-0.006135,-0.005857,-0.007143,-0.000065,-0.008129,-0.002269,-0.000047,-0.001610,-0.014885,-0.009406,nan,-0.025686
41,1000,1,0.014247,0.012850,0.020293,0.017274,0.003242,-0.000963,0.004562,-0.006957,-0.001218,-0.002137,-0.006842,-0.003042,-0.011658,nan,0.003217,0.003476,-0.015347,nan,-0.023171,-0.021281
42,1000,1,nan,0.015888,nan,0.019885,0.004005,-0.008177,-0.003892,-0.006103,0.000441,-0.005998,0.000017,-0.002197,0.000867,0.002493,-0.008501,-0.002637,-0.015677,-0.014176,-0.010002,-0.025448
43,1000,1,0.009772,0.009323,0.024823,0.010939,0.004851,0.000248,0.001980,0.003994,-0.007956,-0.001401,0.001409,-0.001232,0.000352,-0.009671,nan,-0.006072,-0.016695,nan,-0.010432,-0.020118
44,1000,1,0.024516,0.019600,0.018382,nan,0.004401,-0.000634,-0.003275,0.006244,-0.005270,0.000482,0.001384,-0.006538,-0.006311,nan,-0.001107,-0.006466,-0.015248,-0.013665,-0.024458,-0.015764
45,1000,1,0.010898,0.013956,0.025234,0.018106,-0.001352,-0.000949,-0.005099,-0.002678,-0.006850,0.000642,-0.000910,nan,-0.004992,0.001894,-0.002834,-0.001400,-0.011986,-0.015148,-0.018228,nan
46,1000,1,0.013886,0.013281,0.022704,0.019141,-0.001270,-0.003881,-0.007073,0.001482,0.001627,0.001359,nan,0.004270,-0.000834,0.001253,-0.002689,-0.001584,-0.017284,-0.013542,-0.023358,nan
47,1000,1,0.020223,0.013058,0.016193,0.014832,-0.002473,-0.002343,-0.004155,-0.003976,0.003344,-0.000335,0.006452,-0.000422,-0.000232,nan,-0.001156,nan,-0.010238,-0.013886,-0.018794,-0.019607
48,1000,1,0.023521,0.020210,0.007217,0.013488,nan,-0.000158,0.000352,0.000050,-0.002440,0.001873,-0.000074,-0.000808,-0.001017,0.005254,nan,-0.008895,-0.012899,-0.024324,-0.001956,-0.018359
49,1000,1,0.027366,0.010550,nan,0.017966,0.001222,0.010133,0.000981,-0.005854,-0.001488,0.001545,-0.000339,-0.002856,-0.002175,0.012351,0.000148,0.003174,-0.031254,-0.021714,-0.020104,nan
50,1000,1,0.018319,nan,0.014037,0.018150,nan,0.000995,0.001372,-0.005691,-0.009670,-0.000991,0.001092,0.000682,0.002393,0.001867,-0.002713,-0.009685,-0.013465,-0.025007,-0.012418,-0.020537
51,1000,1,0.013163,0.019678,0.019288,0.008601,-0.000753,-0.003945,nan,0.003871,-0.000209,-0.000621,nan,0.003852,-0.006800,0.006765,0.009689,0.003466,-0.018601,-0.013633,-0.027203,-0.017043
52,1000,1,0.023167,0.022859,0.019826,0.023078,-0.001966,0.000591,nan,nan,0.002455,0.005343,0.002159,0.002230,-0.002534,-0.001108,-0.000960,0.008565,-0.017980,-0.018579,-0.007173,-0.004760
53,1000,1,0.023836,0.022037,nan,0.025287,-0.001779,0.005096,0.006418,0.011439,-0.002001,-0.000774,0.001792,0.005328,nan,-0.002475,0.006067,0.003122,-0.016265,-0.006754,-0.018184,-0.013557
54,1000,1,0.020727,0.012140,0.006628,0.015925,0.001249,0.002549,-0.004061,nan,nan,0.008505,0.001168,0.004249,-0.002369,0.004221,0.002732,0.024044,-0.018082,-0.018106,-0.012660,-0.014431
55,1000,1,0.018762,0.019111,0.028665,0.017769,-0.002417,0.001128,nan,-0.005140,0.005767,-0.001182,-0.001741,-0.006629,0.002078,-0.001058,-0.004362,-0.001984,-0.010153,-0.036267,-0.019720,nan
56,1000,1,0.016823,0.017918,nan,nan,0.005744,-0.000392,0.002042,0.001670,0.000619,-0.001450,-0.004100,0.009201,0.011642,0.005697,-0.006164,0.004363,-0.024356,-0.022902,-0.018183,-0.018407
57,1000,1,nan,0.013052,0.015658,0.021609,-0.000407,-0.004423,-0.003768,-0.008364,0.005687,-0.005830,-0.001026,0.003545,0.006869,0.003145,-0.002084,nan,-0.017871,-0.021659,-0.021827,-0.010499
58,1000,1,0.015484,0.013518,0.008485,0.012142,-0.009287,nan,-0.000155,-0.001829,-0.011972,-0.000559,-0.001134,0.001387,-0.002327,-0.007527,-0.001058,0.006744,-0.015210,-0.025243,nan,-0.020757
59,1000,1,0.022900,0.011501,0.018950,0.016046,0.001619,-0.003424,-0.007216,0.002146,-0.001920,-0.000329,0.004864,nan,-0.003155,0.006649,0.000357,0.001609,nan,-0.017991,-0.019432,-0.015095
60,1000,1,0.021992,0.026657,0.016558,nan,0.001706,-0.000129,0.003720,0.004017,0.001642,0.001359,-0.007236,0.001054,nan,-0.001602,0.006163,0.001960,-0.000168,-0.012805,-0.021742,-0.016350
61,1000,1,0.014955,0.022726,0.013558,nan,0.001124,0.004833,0.005267,-0.005451,0.001482,-0.000395,-0.006155,-0.001906,-0.001940,nan,0.002443,0.002637,-0.022739,-0.020690,-0.015004,-0.024672
62,1000,1,0.009568,0.007172,0.025770,nan,0.001926,-0.000716,0.003007,-0.005554,0.009240,-0.003518,0.004394,-0.003742,-0.001568,0.007156,nan,0.002204,-0.012205,-0.018610,-0.014064,-0.016245
63,1000,1,0.017106,nan,0.019263,0.019440,0.000124,-0.003581,-0.004230,-0.003706,-0.003390,-0.004038,-0.005461,0.002843,-0.004688,-0.000551,0.004116,-0.008962,nan,-0.017704,-0.018285,-0.015352
64,1000,1,0.017494,0.006149,0.016400,0.016272,-0.001357,-0.000313,-0.001601,nan,0.002916,-0.003280,0.001288,0.003416,-0.004052,-0.007785,0.007752,-0.003597,-0.011631,-0.018649,nan,-0.018247
65,1000,1,0.021279,0.016774,0.019391,0.010797,-0.000014,-0.000224,-0.001069,nan,0.008511,0.000435,0.001396,-0.001750,0.007323,0.004041,-0.009947,nan,-0.003646,-0.037232,-0.020345,-0.002917
66,1000,1,nan,0.017364,0.017954,0.022583,-0.004518,-0.002622,0.002325,0.005939,-0.005459,0.003179,nan,0.004671,0.001869,-0.004860,-0.000926,0.000414,-0.013550,-0.013844,-0.015464,-0.023837
67,1000,1,0.016384,nan,0.014524,0.023634,0.002628,-0.005327,-0.000787,0.002100,0.001848,0.005847,0.001230,0.000528,nan,-0.004340,0.001241,-0.006610,-0.013486,-0.031434,-0.027263,-0.013740
68,1000,1,0.013072,0.014166,0.014422,0.015385,-0.001295,0.001919,-0.000199,0.005837,0.001326,0.002065,-0.001416,0.001532,-0.000732,nan,-0.000778,-0.000437,-0.012953,nan,-0.015196,-0.014964
69,1000,1,0.016702,0.015499,nan,0.016936,-0.004233,-0.001219,nan,0.002847,-0.002916,0.000544,0.005181,-0.002540,0.003315,0.000787,-0.002847,0.000486,-0.016347,-0.011553,-0.026727,-0.020937
70,1000,1,0.020782,0.022114,0.016322,0.017894,-0.000069,-0.005786,0.002865,nan,-0.002059,-0.006991,0.001350,-0.001477,0.002587,nan,-0.004000,-0.000024,-0.018409,-0.014020,-0.012865,-0.019507
71,1000,1,0.017322,0.008422,0.031508,0.021338,-0.005056,-0.003103,nan,nan,0.004124,0.001911,-0.000460,-0.010251,0.004726,-0.001236,0.000743,0.004773,-0.011779,-0.016085,-0.022266,-0.021192
72,1000,1,0.011122,0.011666,0.014375,nan,nan,0.008994,-0.000837,0.006494,0.002611,-0.005902,-0.000350,-0.000741,0.002838,-0.000011,-0.001309,0.003317,-0.018722,-0.016878,-0.016228,-0.020802
73,1000,1,0.019053,0.026481,nan,0.017255,-0.004773,0.005189,-0.002161,0.003022,nan,-0.001498,0.007039,-0.007131,-0.002267,-0.001495,-0.010593,-0.002786,-0.014183,-0.022973,-0.021790,-0.017816
74,1000,1,0.026749,0.022429,0.020581,0.010181,0.001762,-0.000632,-0.000950,nan,nan,-0.003529,-0.003746,-0.003026,-0.008037,-0.005700,0.002373,-0.001919,-0.017922,-0.020189,-0.027513,-0.005446
75,1000,1,0.021177,0.022240,0.012653,0.018057,-0.005429,-0.001929,-0.001581,nan,0.007177,0.003822,-0.000257,0.003795,0.004960,-0.002689,0.001271,nan,-0.015204,-0.017750,-0.009051,-0.015197
76,1000,1,0.017197,0.011294,0.015677,0.015350,-0.003724,nan,-0.004347,-0.005483,-0.001461,-0.003609,-0.001740,0.000041,-0.000568,-0.000602,0.003768,0.002285,nan,-0.015238,-0.018340,-0.013287
77,1000,1,0.015408,0.018128,0.014684,0.016578,0.005101,-0.008675,nan,0.000632,-0.003764,-0.001101,-0.001641,-0.003885,0.004676,0.001065,0.002326,nan,-0.016392,-0.010414,-0.018275,-0.015823
78,1000,1,0.025638,0.022822,0.017181,0.013911,-0.000239,0.001247,0.001198,-0.006251,nan,-0.000166,-0.002487,-0.007807,0.009903,-0.000229,-0.003894,-0.001632,nan,-0.011890,-0.016712,-0.018878
79,1000,1,0.017096,0.019044,0.012754,0.017915,-0.000961,0.004501,-0.004181,0.009899,0.006856,-0.002964,-0.001693,-0.008454,-0.001086,-0.003258,0.003942,0.001097,nan,-0.014311,nan,-0.022688
80,1000,1,0.010773,0.018751,nan,0.001515,-0.000263,0.001867,0.001320,-0.009966,0.000395,-0.002329,0.000485,-0.003076,-0.000867,nan,-0.002514,-0.002790,-0.018283,-0.007779,-0.021014,-0.015164
81,1000,1,0.011216,0.016941,0.019307,0.013003,0.001566,0.002970,0.001629,0.000470,-0.000619,-0.000328,-0.005121,-0.003345,-0.002198,0.004340,nan,0.000464,-0.010837,-0.020154,nan,-0.021595
82,1000,1,0.018001,0.018564,nan,0.021046,0.000854,nan,-0.004812,-0.001229,-0.010376,-0.000373,-0.005261,-0.001833,0.004450,-0.023516,-0.000050,-0.001034,-0.018107,-0.013960,-0.015338,-0.018310
83,1000,1,0.023772,0.026615,0.009294,0.016113,-0.003081,-0.003096,0.006426,0.001141,-0.000437,nan,0.007724,0.003197,-0.003235,-0.001417,nan,0.004622,-0.012823,-0.024679,-0.011357,-0.014995
84,1000,1,0.013045,0.012913,0.017353,0.014602,-0.003256,-0.003217,0.004130,-0.002860,-0.010044,0.002422,-0.001216,0.001736,-0.001665,-0.003080,nan,0.000977,-0.009777,-0.017995,-0.021784,nan
85,1000,1,0.023065,0.026906,-0.001570,0.015894,0.004989,-0.004781,-0.002821,-0.006269,0.002911,-0.001040,nan,-0.005946,-0.002428,-0.004629,nan,-0.003371,-0.020223,-0.019113,-0.011251,-0.022916
86,1000,1,0.018159,0.022494,0.025138,0.011217,0.002087,nan,0.001299,-0.000960,0.009072,nan,-0.005076,0.003807,0.003727,-0.001599,-0.003969,-0.005763,-0.014660,-0.006412,-0.014851,-0.013054
87,1000,1,nan,0.022559,0.020814,0.015282,-0.000641,-0.007625,0.003359,-0.003294,-0.002047,0.002224,-0.004601,0.002960,0.000399,0.000738,0.003827,0.007073,nan,-0.017771,-0.023808,-0.022596
88,1000,1,0.018466,0.013096,0.019684,0.026115,0.000902,0.001723,-0.001367,nan,nan,0.007134,-0.004856,-0.006016,0.002356,-0.002970,0.000564,-0.004270,-0.030397,-0.015856,-0.013420,-0.021743
89,1000,1,0.016540,0.023511,0.010597,0.012120,-0.000648,-0.001610,0.008026,nan,0.000597,0.005285,-0.001420,-0.004717,-0.003789,-0.004960,0.003558,nan,-0.024730,-0.010975,-0.010003,-0.009638
90,1000,1,nan,0.013675,0.013464,0.008732,-0.001462,0.007605,-0.005856,0.002717,-0.001679,0.002061,-0.003515,-0.004428,0.000937,-0.001654,-0.001764,-0.001387,-0.011673,-0.007790,-0.017373,nan
91,1000,1,0.014781,0.006297,0.014767,0.015803,0.003875,-0.008507,-0.004726,-0.001207,-0.001614,0.004385,0.005037,0.000626,nan,-0.013713,0.003797,nan,-0.018573,-0.023516,-0.026814,-0.015757
92,1000,1,0.019426,0.020507,0.022837,0.017304,0.002745,0.001675,-0.000990,-0.002479,0.008079,0.008573,0.000226,0.003262,0.003330,nan,-0.001137,0.003548,-0.020133,nan,-0.011371,-0.016729
93,1000,1,0.006025,0.013842,0.019326,0.015040,0.003379,-0.000436,0.005022,nan,-0.006722,-0.000770,-0.004896,nan,0.007347,0.007337,-0.003628,-0.005293,-0.016713,-0.014279,-0.004430,-0.015882
94,1000,1,0.026420,0.012577,0.012758,0.017623,-0.002227,0.001445,-0.005748,nan,0.003890,-0.001104,-0.002437,-0.004342,-0.002140,-0.000440,-0.009922,0.000947,-0.014801,-0.021651,nan,-0.014103
95,1000,1,0.014072,0.019132,0.013198,0.021301,-0.004585,-0.006686,0.007661,-0.002763,0.006601,-0.007280,0.003926,0.003171,nan,0.005829,nan,-0.001757,-0.018204,-0.013517,-0.021400,-0.027223
96,1000,1,0.024095,0.016668,0.025128,0.013158,0.007003,0.006001,-0.001416,-0.005443,-0.004546,-0.001579,-0.004206,-0.005267,0.002474,-0.013071,-0.003701,-0.005208,nan,nan,-0.019254,-0.013524
97,1000,1,0.013381,nan,0.013181,0.018255,0.002749,-0.005914,0.003095,0.000218,0.001057,nan,0.001062,0.007869,-0.002131,0.005453,0.002443,0.004686,-0.024814,-0.012048,-0.017584,-0.011845
98,1000,1,0.020612,0.014802,0.013913,0.015723,-0.000086,-0.010446,nan,nan,-0.004079,0.001713,-0.002518,-0.001937,0.000412,0.003123,0.000752,0.005966,-0.006244,-0.011862,-0.007586,-0.014168
99,1000,1,0.019731,0.018106,0.014579,0.019055,-0.010026,0.003765,-0.002430,-0.000758,-0.002266,nan,nan,0.003505,-0.000058,0.003022,-0.001090,0.001364,-0.015093,-0.029664,-0.013135,-0.021468
