trajectory,ns,delta_t,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19
22,1000,1,0.020412,0.021030,0.013098,0.022958,0.000231,0.003010,0.001327,0.002858,-0.007612,0.002049,nan,0.004505,0.003540,0.000334,0.003671,-0.002979,nan,-0.016679,-0.019540,-0.023832
23,1000,1,0.013787,0.015707,0.015048,0.016362,0.001094,0.002571,0.004655,0.000721,-0.004475,-0.001372,-0.004936,0.002830,-0.001335,-0.000797,0.000871,0.000744,nan,-0.020996,nan,-0.016225
24,1000,1,0.025206,0.021214,0.014339,0.010052,-0.004808,0.002899,-0.001811,-0.000162,-0.000848,-0.002017,nan,0.006275,-0.006919,0.000709,nan,0.002974,-0.015871,-0.014034,-0.019693,-0.020300
25,1000,1,nan,0.019251,0.009206,0.021931,-0.003576,-0.004162,0.001825,0.010271,-0.002040,-0.001084,-0.012175,-0.005572,0.004489,-0.000916,0.004849,0.008195,nan,-0.021446,-0.020035,-0.008932
26,1000,1,0.015882,0.015757,nan,0.019020,-0.000691,0.003358,-0.003268,-0.005297,0.002740,-0.004624,0.006560,0.002087,0.004059,0.005649,-0.000890,0.003517,nan,-0.005590,-0.028545,-0.020454
27,1000,1,0.029386,-0.005094,0.024092,0.013116,0.002025,0.000089,-0.003934,-0.010491,-0.001308,0.005960,-0.003377,-0.006703,-0.007766,-0.006276,nan,-0.001808,-0.017813,-0.020034,-0.019636,nan
28,1000,1,0.014123,-0.005653,0.014560,0.017374,nan,-0.005376,-0.003945,-0.000990,0.001680,-0.007676,-0.000395,-0.004291,-0.002161,nan,-0.000351,-0.003817,-0.024865,-0.006682,-0.020208,-0.019837
29,1000,1,nan,0.014317,0.021281,nan,-0.003322,0.003947,0.005371,-0.001687,-0.006938,-0.005964,-0.000659,0.008132,0.000699,0.001197,-0.000490,0.004298,-0.019347,-0.020770,-0.013407,-0.022062
30,1000,1,0.016587,0.018313,0.016899,0.011454,0.005859,nan,0.003492,0.003097,0.004601,0.004950,0.002668,-0.000939,-0.003232,0.002565,-0.005013,0.003517,-0.015989,-0.016452,-0.026183,nan
31,1000,1,0.013771,0.002351,0.021217,0.014867,0.004725,0.001516,-0.000877,nan,-0.000250,0.001763,nan,-0.000270,0.005189,-0.009436,0.007322,0.002889,-0.010408,-0.017018,-0.009612,-0.010704
32,1000,1,0.017125,0.024231,0.020650,0.019077,0.004945,0.003258,-0.002817,0.002347,-0.003158,nan,nan,-0.004753,-0.001337,0.006045,-0.002998,0.005237,-0.014471,-0.017665,-0.013932,-0.009769
33,1000,1,0.011277,0.018664,0.022630,0.024549,-0.002207,nan,-0.010700,-0.004980,0.005907,-0.001364,0.000367,-0.005405,0.001366,0.004691,0.006114,0.003629,-0.031968,-0.027243,nan,-0.013592
34,1000,1,nan,0.021368,0.022753,0.013354,-0.004805,0.006388,-0.000961,-0.004742,0.000316,-0.000609,nan,-0.011010,0.007006,-0.001664,0.000738,0.005627,-0.020517,-0.022248,-0.030228,-0.018129
35,1000,1,0.014183,0.015245,0.020854,nan,nan,-0.004735,0.005593,-0.003311,0.004670,-0.002796,0.007282,-0.016375,-0.001692,-0.010913,0.003348,0.001689,-0.006930,-0.014095,-0.022424,-0.015028
36,1000,1,0.017799,0.018182,0.013326,0.018997,0.004532,0.005163,0.001768,-0.006954,-0.000651,-0.001001,-0.002670,0.005966,nan,nan,0.000550,-0.000276,-0.012947,-0.010649,-0.017420,-0.023091
37,1000,1,0.017530,0.009883,0.032593,0.014182,0.004943,-0.004297,0.002141,-0.002474,0.005270,0.008523,-0.002182,nan,-0.007001,-0.006548,-0.003155,nan,-0.020694,-0.014253,-0.016362,-0.008515
38,1000,1,0.012563,0.011626,0.015748,0.013127,0.005611,nan,-0.001370,0.004245,-0.002218,-0.000302,-0.006996,0.003178,-0.003889,0.004317,0.004764,0.001695,-0.015130,-0.014950,-0.021242,nan
39,1000,1,0.023041,0.012136,0.011442,0.017254,nan,-0.000598,-0.000342,0.003806,-0.000913,0.005070,-0.004861,-0.000339,0.005622,0.002183,nan,0.003901,-0.014459,-0.021379,-0.015267,-0.019955
40,1000,1,0.018927,0.012664,0.018854,0.031311,0.004708,nan,0.002498,-0.003452,-0.006150,-0.005875,-0.007078,-0.000056,-0.008130,-0.002237,-0.000043,-0.001611,-0.014879,-0.009428,nan,-0.025730
41,1000,1,0.014366,0.012831,0.020284,0.017225,0.003227,-0.000975,0.004570,-0.006885,-0.001140,-0.002093,-0.006802,-0.002923,-0.011742,nan,0.003323,0.003477,-0.015347,nan,-0.023131,-0.021319
42,1000,1,nan,0.015885,nan,0.019775,0.003991,-0.008223,-0.003899,-0.005611,0.000403,-0.006036,0.000011,-0.002112,0.000827,0.002487,-0.008548,-0.002654,-0.015676,-0.014191,-0.010053,-0.025378
43,1000,1,0.009647,0.009242,0.024881,0.010699,0.004835,0.000271,0.001936,0.003910,-0.007952,-0.001335,0.001387,-0.001370,0.000424,-0.009568,nan,-0.005895,-0.016705,nan,-0.010422,-0.020077
44,1000,1,0.024496,0.019564,0.018369,nan,0.004369,-0.000669,-0.003303,0.006269,-0.005243,0.000490,0.001381,-0.006544,-0.006305,nan,-0.001091,-0.006485,-0.015233,-0.013647,-0.024456,-0.015747
45,1000,1,0.010875,0.013989,0.025231,0.018138,-0.001367,-0.000997,-0.005120,-0.002670,-0.006863,0.000641,-0.000920,nan,-0.004974,0.001941,-0.003080,-0.001416,-0.011975,-0.015185,-0.018309,nan
46,1000,1,0.013858,0.013280,0.022697,0.019191,-0.001292,-0.003859,-0.007058,0.001507,0.001634,0.001156,nan,0.004289,-0.000596,0.001198,-0.002734,-0.001556,-0.017166,-0.013563,-0.023324,nan
47,1000,1,0.020221,0.013031,0.016183,0.014824,-0.002425,-0.002305,-0.004180,-0.003848,0.003325,-0.000309,0.006409,-0.000456,-0.000142,nan,-0.001082,nan,-0.010180,-0.013868,-0.018798,-0.019593
48,1000,1,0.023482,0.020189,0.007193,0.013489,nan,-0.000183,0.000362,-0.000055,-0.002543,0.001818,-0.000027,-0.000825,-0.001143,0.005169,nan,-0.008882,-0.012902,-0.024285,-0.001976,-0.018382
49,1000,1,0.027363,0.010608,nan,0.018022,0.001225,0.010069,0.000937,-0.005707,-0.001513,0.001620,-0.000348,-0.002738,-0.001810,0.012320,0.000121,0.003090,-0.031247,-0.021702,-0.020115,nan
50,1000,1,0.018326,nan,0.014047,0.018109,nan,0.000989,0.001366,-0.005688,-0.009679,-0.000954,0.001102,0.000669,0.002377,0.001876,-0.002776,-0.009681,-0.013438,-0.024984,-0.012407,-0.020568
51,1000,1,0.013175,0.019695,0.019281,0.008642,-0.000743,-0.003921,nan,0.003654,-0.000182,-0.000704,nan,0.003859,-0.006727,0.006745,0.009653,0.003412,-0.018560,-0.013621,-0.027218,-0.017038
52,1000,1,0.023164,0.021748,0.019830,0.023094,-0.001982,0.000604,nan,nan,0.002498,0.005321,0.002213,0.002257,-0.002520,-0.001115,-0.000943,0.008570,-0.018024,-0.018582,-0.007182,-0.004773
53,1000,1,0.023815,0.022044,nan,0.025308,-0.001737,0.005060,0.006477,0.011509,-0.002023,-0.000647,0.001785,0.005324,nan,-0.002475,0.006096,0.003247,-0.016259,-0.006759,-0.018188,-0.013549
54,1000,1,0.020616,0.012135,0.006617,0.015912,0.001176,0.002526,-0.004116,nan,nan,0.008507,0.001116,0.004180,-0.002381,0.004229,0.002729,0.022924,-0.018228,-0.018120,-0.012630,-0.014500
55,1000,1,0.018778,0.019080,0.028758,0.017795,-0.002452,0.000753,nan,-0.005192,0.005781,-0.001122,-0.001651,-0.006930,0.002071,-0.001055,-0.004316,-0.001901,-0.010191,-0.036313,-0.019768,nan
56,1000,1,0.016815,0.017917,nan,nan,0.005794,-0.000411,0.002088,0.001687,0.000633,-0.001421,-0.004142,0.009216,0.011617,0.005686,-0.006180,0.004369,-0.024395,-0.022891,-0.018195,-0.018443
57,1000,1,nan,0.013311,0.015650,0.021607,-0.000387,-0.004442,-0.003724,-0.008350,0.005666,-0.005862,-0.001048,0.003552,0.006832,0.003170,-0.002144,nan,-0.017851,-0.021679,-0.021833,-0.010468
58,1000,1,0.015491,0.013497,0.008458,0.012190,-0.009285,nan,-0.000094,-0.001759,-0.011955,-0.000554,-0.000999,0.001393,-0.002327,-0.007193,-0.000994,0.006763,-0.015141,-0.025222,nan,-0.020714
59,1000,1,0.022885,0.011510,0.018939,0.016118,0.001628,-0.003422,-0.007215,0.002166,-0.001915,-0.000303,0.004853,nan,-0.003154,0.006701,0.000357,0.001647,nan,-0.018002,-0.019443,-0.015077
60,1000,1,0.021989,0.026637,0.016582,nan,0.001730,-0.000121,0.003617,0.004052,0.001691,0.001368,-0.007239,0.001057,nan,-0.001552,0.005770,0.001953,-0.000096,-0.012852,-0.021863,-0.016341
61,1000,1,0.014956,0.022719,0.013634,nan,0.001146,0.004840,0.005281,-0.005423,0.001463,-0.000401,-0.006169,-0.001904,-0.001945,nan,0.002431,0.002657,-0.022736,-0.020683,-0.015010,-0.024696
62,1000,1,0.009915,0.007217,0.025712,nan,0.001918,-0.000758,0.003023,-0.005495,0.009232,-0.003461,0.004377,-0.003687,-0.001645,0.007137,nan,0.002249,-0.012168,-0.018603,-0.014043,-0.016260
63,1000,1,0.017105,nan,0.018006,0.019427,0.000169,-0.003570,-0.004255,-0.003718,-0.003505,-0.004011,-0.005447,0.002869,-0.004681,-0.000568,0.004136,-0.008942,nan,-0.017680,-0.018316,-0.015358
64,1000,1,0.017418,0.005997,0.016415,0.016282,-0.001347,-0.000343,-0.001581,nan,0.002937,-0.003310,0.001283,0.003432,-0.004105,-0.007793,0.007782,-0.003552,-0.011616,-0.018647,nan,-0.018264
65,1000,1,0.021290,0.016761,0.019395,0.010806,-0.000010,-0.000218,-0.001059,nan,0.008487,0.000417,0.001400,-0.001741,0.007317,0.004046,-0.009948,nan,-0.003641,-0.037238,-0.020341,-0.002922
66,1000,1,nan,0.017402,0.018021,0.022504,-0.004406,-0.002595,0.003192,0.006019,-0.005527,0.003181,nan,0.004792,0.001856,-0.004863,-0.000897,0.000392,-0.013388,-0.013813,-0.015388,-0.023896
67,1000,1,0.016387,nan,0.014518,0.023624,0.002642,-0.005315,-0.000822,0.002152,0.001865,0.005812,0.001260,0.000552,nan,-0.004337,0.001261,-0.006639,-0.013508,-0.031414,-0.027259,-0.013741
68,1000,1,0.013057,0.014170,0.014422,0.015402,-0.001305,0.001891,-0.000182,0.005833,0.001320,0.002059,-0.001425,0.001524,-0.000754,nan,-0.000796,-0.000420,-0.012952,nan,-0.015189,-0.014968
69,1000,1,0.016731,0.015459,nan,0.017069,-0.004287,-0.001151,nan,0.002866,-0.002847,0.000627,0.005139,-0.002535,0.003332,0.000792,-0.002806,0.000475,-0.016325,-0.011519,-0.026706,-0.020946
70,1000,1,0.020817,0.022116,0.016317,0.017891,-0.000073,-0.005763,0.002878,nan,-0.002070,-0.007006,0.001353,-0.001483,0.002600,nan,-0.004002,-0.000007,-0.018414,-0.014059,-0.012861,-0.019517
71,1000,1,0.017406,0.008381,0.031739,0.021343,-0.004992,-0.003067,nan,nan,0.004109,0.001941,-0.000490,-0.010212,0.004829,-0.001168,0.000698,0.004762,-0.011748,-0.016071,-0.022235,-0.021188
72,1000,1,0.011122,0.011346,0.014400,nan,nan,0.008865,-0.000927,0.006526,0.002513,-0.005879,-0.000327,-0.000715,0.002846,-0.000049,-0.001259,0.003338,-0.018736,-0.016883,-0.016263,-0.020848
73,1000,1,0.019127,0.026437,nan,0.017209,-0.004785,0.005188,-0.002201,0.002984,nan,-0.001505,0.006952,-0.004929,-0.002270,-0.001554,-0.010615,-0.002787,-0.014192,-0.022890,-0.021835,-0.017384
74,1000,1,0.026731,0.022429,0.020625,0.010158,0.001728,-0.000647,-0.000975,nan,nan,-0.003517,-0.003775,-0.003191,-0.008030,-0.005691,0.002345,-0.001903,-0.017920,-0.020217,-0.027505,-0.005445
75,1000,1,0.021148,0.022251,0.012665,0.018056,-0.004997,-0.001949,-0.001503,nan,0.007199,0.003775,-0.000245,0.003829,0.004953,-0.002706,0.001229,nan,-0.015197,-0.017740,-0.009047,-0.015161
76,1000,1,0.017192,0.011172,0.015672,0.015358,-0.003754,nan,-0.004340,-0.005468,-0.001411,-0.003636,-0.001712,0.000060,-0.000557,-0.000622,0.003808,0.002321,nan,-0.015229,-0.018334,-0.013355
77,1000,1,0.015424,0.018138,0.014693,0.016632,0.005106,-0.008577,nan,0.000548,-0.003776,-0.001151,-0.001666,-0.003831,0.004721,0.001045,0.002367,nan,-0.016389,-0.010460,-0.018240,-0.015813
78,1000,1,0.025638,0.022824,0.017199,0.013919,-0.000284,0.001236,0.001329,-0.006151,nan,-0.000189,-0.002514,-0.007835,0.009892,-0.000225,-0.003866,-0.001658,nan,-0.011896,-0.016722,-0.018864
79,1000,1,0.016951,0.019051,0.012756,0.017918,-0.000971,0.004484,-0.004150,0.009910,0.006884,-0.002956,-0.001729,-0.008409,-0.001076,-0.003274,0.003890,0.001029,nan,-0.014307,nan,-0.022638
80,1000,1,0.010786,0.018714,nan,-0.000660,-0.000256,0.001855,0.001292,-0.009965,0.000366,-0.002293,0.000409,-0.003023,-0.000857,nan,-0.002524,-0.002825,-0.018312,-0.007841,-0.021145,-0.015210
81,1000,1,0.011205,0.016955,0.019309,0.013041,0.001519,0.002953,0.001625,0.000476,-0.000646,-0.000342,-0.005117,-0.003288,-0.002166,0.004340,nan,0.000452,-0.010845,-0.020136,nan,-0.021583
82,1000,1,0.018003,0.018611,nan,0.020979,0.000780,nan,-0.004659,-0.001166,-0.010379,-0.000426,-0.005194,-0.001962,0.004523,-0.023337,-0.000116,-0.000957,-0.018081,-0.013835,-0.015362,-0.018322
83,1000,1,0.024000,0.026634,0.009295,0.016068,-0.003057,-0.003097,0.006410,0.001139,-0.000425,nan,0.007721,0.003195,-0.003226,-0.001414,nan,0.004623,-0.012815,-0.024665,-0.011323,-0.015002
84,1000,1,0.013038,0.012905,0.017519,0.014551,-0.003268,-0.003207,0.004098,-0.002842,-0.010048,0.002445,-0.001185,0.001774,-0.001657,-0.003088,nan,0.001012,-0.009787,-0.017990,-0.021847,nan
85,1000,1,0.023051,0.026933,-0.001783,0.015884,0.004965,-0.004759,-0.002825,-0.006272,0.002964,-0.001109,nan,-0.006015,-0.002379,-0.004760,nan,-0.003281,-0.020252,-0.019114,-0.011205,-0.022901
86,1000,1,0.018130,0.022513,0.025132,0.011310,0.002095,nan,0.001329,-0.000940,0.009217,nan,-0.005082,0.003787,0.003644,-0.001600,-0.003973,-0.005731,-0.014674,-0.006416,-0.014885,-0.013041
87,1000,1,nan,0.022555,0.020836,0.015291,-0.000677,-0.007643,0.003356,-0.003274,-0.002084,0.002196,-0.004596,0.002972,0.000386,0.000718,0.003844,0.007093,nan,-0.017789,-0.023807,-0.022613
88,1000,1,0.018457,0.013033,0.019586,0.026097,0.001002,0.001797,-0.001349,nan,nan,0.007076,-0.004823,-0.005997,0.002356,-0.003061,0.000601,-0.004253,-0.030393,-0.015838,-0.013400,-0.021748
89,1000,1,0.016526,0.023527,0.010684,0.012110,-0.000655,-0.001607,0.008019,nan,0.000610,0.005277,-0.001420,-0.004699,-0.003758,-0.004960,0.003570,nan,-0.024727,-0.010975,-0.009995,-0.009648
90,1000,1,nan,0.013672,0.013460,0.008758,-0.001603,0.007619,-0.005868,0.002703,-0.001656,0.002057,-0.003529,-0.004441,0.000843,-0.001654,-0.001767,-0.001384,-0.011686,-0.007795,-0.017357,nan
91,1000,1,0.014804,0.006324,0.014763,0.015872,0.003810,-0.008501,-0.004652,-0.001246,-0.001519,0.004402,0.005132,0.000608,nan,-0.013568,0.003883,nan,-0.018622,-0.023541,-0.026807,-0.015722
92,1000,1,0.019423,0.020536,0.022848,0.017254,0.003046,0.001567,-0.000990,-0.002553,0.008057,0.008601,0.000206,0.003316,0.003401,nan,-0.001093,0.003567,-0.020044,nan,-0.011326,-0.016730
93,1000,1,0.006025,0.013863,0.019313,0.015019,0.003393,-0.000445,0.004994,nan,-0.006676,-0.000802,-0.004861,nan,0.007417,0.007294,-0.003649,-0.005298,-0.016724,-0.014251,-0.004437,-0.015887
94,1000,1,0.026420,0.012576,0.012759,0.017627,-0.002237,0.001458,-0.005756,nan,0.003887,-0.001095,-0.002442,-0.004331,-0.002125,-0.000439,-0.009923,0.000938,-0.014798,-0.021647,nan,-0.014118
95,1000,1,0.014091,0.019417,0.013246,0.021310,-0.004532,-0.006665,0.007679,-0.002755,0.006603,-0.007269,0.003898,0.003216,nan,0.005851,nan,-0.001763,-0.018071,-0.013535,-0.021345,-0.027240
96,1000,1,0.024052,0.016663,0.025125,0.013159,0.006961,0.005997,-0.001404,-0.005457,-0.004550,-0.001607,-0.004176,-0.005257,0.003445,-0.013066,-0.003779,-0.005169,nan,nan,-0.019433,-0.013479
97,1000,1,0.013408,nan,0.013171,0.018294,0.002728,-0.005856,0.003080,0.000230,0.001072,nan,0.001045,0.007208,-0.002113,0.005461,0.002358,0.004711,-0.024740,-0.012104,-0.017644,-0.011970
98,1000,1,0.020604,0.014749,0.013891,0.015694,-0.000120,-0.010377,nan,nan,-0.004695,0.001738,-0.002662,-0.002015,0.000412,0.003127,0.000785,0.005966,-0.006233,-0.011887,-0.007662,-0.014139
99,1000,1,0.019732,0.018106,0.014583,0.019057,-0.009997,0.003763,-0.002415,-0.000773,-0.002269,nan,nan,0.003495,-0.000048,0.003030,-0.001078,0.001389,-0.015084,-0.029642,-0.013125,-0.021467
